cliente_id,nome,cpf,email,telefone,cidade,estado,data_cadastro
4925,Cliente 4925,676.827.746-20,cliente4925@email.com,(21) 98259-2879,Curitiba,PR,2020-10-01
4926,Cliente 4926,473.996.959-46,cliente4926@email.com,(21) 92217-4674,Belo Horizonte,MG,2022-11-18
4927,Cliente 4927,264.806.420-26,cliente4927@email.com,(21) 97012-3349,Niterói,RJ,2021-12-07
4928,Cliente 4928,784.892.642-92,cliente4928@email.com,(21) 99202-3687,Rio de Janeiro,RJ,2022-07-17
4929,Cliente 4929,765.420.198-18,cliente4929@email.com,(21) 94030-2516,Rio de Janeiro,RJ,2022-03-18
4930,Cliente 4930,603.402.827-47,cliente4930@email.com,(21) 96237-3440,Belo Horizonte,MG,2022-02-05
4931,Cliente 4931,141.908.926-95,cliente4931@email.com,(21) 93220-8759,Rio de Janeiro,RJ,2021-02-22
4932,Cliente 4932,368.574.307-13,cliente4932@email.com,(21) 99403-9960,Curitiba,PR,2023-06-29
4933,Cliente 4933,158.293.942-56,cliente4933@email.com,(21) 94964-3823,São Paulo,SP,2021-09-06
4934,Cliente 4934,855.391.999-46,cliente4934@email.com,(21) 91157-3832,Rio de Janeiro,RJ,2020-12-11
4935,Cliente 4935,891.546.339-47,cliente4935@email.com,(21) 91361-5104,Niterói,RJ,2021-02-14
4936,Cliente 4936,916.833.190-80,cliente4936@email.com,(21) 91635-6926,Rio de Janeiro,RJ,2020-12-26
4937,Cliente 4937,589.685.424-84,cliente4937@email.com,(21) 92001-1440,São Paulo,SP,2021-12-25
4938,Cliente 4938,722.358.190-27,cliente4938@email.com,(21) 94877-3520,Belo Horizonte,MG,2022-09-06
4939,Cliente 4939,516.108.188-80,cliente4939@email.com,(21) 92424-2865,Belo Horizonte,MG,2021-09-11
4940,Cliente 4940,858.847.338-43,cliente4940@email.com,(21) 99230-7011,São Paulo,SP,2021-09-11
4941,Cliente 4941,306.319.715-97,cliente4941@email.com,(21) 98084-3881,Curitiba,PR,2020-05-20
4942,Cliente 4942,659.525.189-33,cliente4942@email.com,(21) 99086-4919,Curitiba,PR,2022-05-25
4943,Cliente 4943,218.886.219-29,cliente4943@email.com,(21) 91424-3710,Belo Horizonte,MG,2020-09-20
4944,Cliente 4944,812.824.308-74,cliente4944@email.com,(21) 92369-4666,Niterói,RJ,2020-06-25
4945,Cliente 4945,396.706.979-49,cliente4945@email.com,(21) 91563-3666,Rio de Janeiro,RJ,2020-07-07
4946,Cliente 4946,716.151.669-79,cliente4946@email.com,(21) 99655-2150,Niterói,RJ,2022-12-12
4947,Cliente 4947,793.522.409-56,cliente4947@email.com,(21) 93585-4084,Niterói,RJ,2022-02-16
4948,Cliente 4948,210.792.689-85,cliente4948@email.com,(21) 91591-9407,Rio de Janeiro,RJ,2023-03-18
4949,Cliente 4949,786.322.296-51,cliente4949@email.com,(21) 97431-4389,São Paulo,SP,2020-05-23
4950,Cliente 4950,255.339.878-65,cliente4950@email.com,(21) 97532-9012,Rio de Janeiro,RJ,2022-06-24
4951,Cliente 4951,828.812.170-71,cliente4951@email.com,(21) 92393-1185,Rio de Janeiro,RJ,2021-09-07
4952,Cliente 4952,676.194.733-24,cliente4952@email.com,(21) 99293-8850,São Paulo,SP,2023-01-27
4953,Cliente 4953,428.932.987-13,cliente4953@email.com,(21) 92835-4918,Belo Horizonte,MG,2020-03-14
4954,Cliente 4954,123.881.354-44,cliente4954@email.com,(21) 95317-7027,São Paulo,SP,2020-11-21
4955,Cliente 4955,604.178.362-76,cliente4955@email.com,(21) 98778-7403,Curitiba,PR,2020-02-26
4956,Cliente 4956,946.832.607-68,cliente4956@email.com,(21) 96681-3514,Belo Horizonte,MG,2020-04-28
4957,Cliente 4957,570.255.331-19,cliente4957@email.com,(21) 97182-4423,Belo Horizonte,MG,2023-08-30
4958,Cliente 4958,126.955.300-94,cliente4958@email.com,(21) 99150-9254,Rio de Janeiro,RJ,2022-03-18
4959,Cliente 4959,767.973.787-17,cliente4959@email.com,(21) 96168-8200,Rio de Janeiro,RJ,2020-07-09
4960,Cliente 4960,877.977.687-88,cliente4960@email.com,(21) 97211-4371,Rio de Janeiro,RJ,2021-01-19
4961,Cliente 4961,508.990.572-12,cliente4961@email.com,(21) 91223-6658,Rio de Janeiro,RJ,2022-05-19
4962,Cliente 4962,387.512.711-60,cliente4962@email.com,(21) 97507-5023,Niterói,RJ,2023-05-29
4963,Cliente 4963,323.806.572-17,cliente4963@email.com,(21) 91479-9079,São Paulo,SP,2021-05-22
4964,Cliente 4964,425.635.938-11,cliente4964@email.com,(21) 91432-9117,Rio de Janeiro,RJ,2023-10-27
4965,Cliente 4965,771.149.672-63,cliente4965@email.com,(21) 94242-5090,Rio de Janeiro,RJ,2021-07-15
4966,Cliente 4966,405.320.964-13,cliente4966@email.com,(21) 97655-6531,São Paulo,SP,2021-03-18
4967,Cliente 4967,400.392.812-79,cliente4967@email.com,(21) 99620-4157,Niterói,RJ,2022-10-02
4968,Cliente 4968,275.349.579-52,cliente4968@email.com,(21) 91085-9075,Niterói,RJ,2023-08-26
4969,Cliente 4969,637.971.432-79,cliente4969@email.com,(21) 93316-7124,São Paulo,SP,2020-10-18
4970,Cliente 4970,860.380.464-50,cliente4970@email.com,(21) 92844-4466,Niterói,RJ,2021-11-22
4971,Cliente 4971,689.530.900-13,cliente4971@email.com,(21) 94518-6092,Niterói,RJ,2020-08-22
4972,Cliente 4972,896.869.340-64,cliente4972@email.com,(21) 99120-9890,Niterói,RJ,2020-12-04
4973,Cliente 4973,660.827.600-35,cliente4973@email.com,(21) 97494-4154,Niterói,RJ,2021-02-26
4974,Cliente 4974,644.117.133-43,cliente4974@email.com,(21) 94856-7737,São Paulo,SP,2021-05-07
4975,Cliente 4975,472.631.418-62,cliente4975@email.com,(21) 97899-5480,Belo Horizonte,MG,2022-06-18
4976,Cliente 4976,855.591.828-44,cliente4976@email.com,(21) 92609-7437,Niterói,RJ,2022-06-01
4977,Cliente 4977,885.190.233-14,cliente4977@email.com,(21) 97558-4735,São Paulo,SP,2022-10-02
4978,Cliente 4978,440.453.272-83,cliente4978@email.com,(21) 98246-8877,Rio de Janeiro,RJ,2022-07-25
4979,Cliente 4979,224.366.466-75,cliente4979@email.com,(21) 95946-1079,Curitiba,PR,2020-03-17
4980,Cliente 4980,213.867.894-44,cliente4980@email.com,(21) 95146-2302,Niterói,RJ,2020-07-30
4981,Cliente 4981,282.657.215-49,cliente4981@email.com,(21) 94509-7213,Belo Horizonte,MG,2022-06-18
4982,Cliente 4982,524.651.490-25,cliente4982@email.com,(21) 92670-6028,Rio de Janeiro,RJ,2020-05-28
4983,Cliente 4983,980.303.998-58,cliente4983@email.com,(21) 92247-2463,Curitiba,PR,2020-03-04
4984,Cliente 4984,270.509.866-12,cliente4984@email.com,(21) 96453-6598,Niterói,RJ,2023-05-29
4985,Cliente 4985,376.488.459-43,cliente4985@email.com,(21) 93874-7524,Belo Horizonte,MG,2023-07-15
4986,Cliente 4986,488.618.871-42,cliente4986@email.com,(21) 94792-9189,Niterói,RJ,2021-05-20
4987,Cliente 4987,373.926.127-35,cliente4987@email.com,(21) 95752-5467,Curitiba,PR,2020-07-02
4988,Cliente 4988,446.967.680-55,cliente4988@email.com,(21) 97721-7946,Belo Horizonte,MG,2021-07-29
4989,Cliente 4989,336.107.971-21,cliente4989@email.com,(21) 92519-7777,Rio de Janeiro,RJ,2020-01-19
4990,Cliente 4990,608.894.253-38,cliente4990@email.com,(21) 99563-7167,São Paulo,SP,2020-11-07
4991,Cliente 4991,373.803.228-98,cliente4991@email.com,(21) 92621-8291,Niterói,RJ,2022-08-23
4992,Cliente 4992,916.643.337-78,cliente4992@email.com,(21) 97023-1906,São Paulo,SP,2022-03-10
4993,Cliente 4993,957.795.746-67,cliente4993@email.com,(21) 91351-4173,Niterói,RJ,2021-10-27
4994,Cliente 4994,899.833.719-83,cliente4994@email.com,(21) 92393-7658,Belo Horizonte,MG,2020-03-01
4995,Cliente 4995,656.216.171-34,cliente4995@email.com,(21) 97747-5253,Belo Horizonte,MG,2020-03-08
4996,Cliente 4996,381.935.640-90,cliente4996@email.com,(21) 95126-5456,Rio de Janeiro,RJ,2021-05-07
4997,Cliente 4997,932.574.134-11,cliente4997@email.com,(21) 97880-3829,São Paulo,SP,2022-08-28
4998,Cliente 4998,438.829.776-83,cliente4998@email.com,(21) 96494-3033,Curitiba,PR,2023-03-14
4999,Cliente 4999,708.463.361-46,cliente4999@email.com,(21) 97343-8008,Belo Horizonte,MG,2021-01-06
5000,Cliente 5000,400.241.955-20,cliente5000@email.com,(21) 98798-6795,Niterói,RJ,2021-11-05
5001,Cliente 5001,586.451.272-74,cliente5001@email.com,(21) 91127-1196,Curitiba,PR,2020-09-24
5002,Cliente 5002,860.835.985-18,cliente5002@email.com,(21) 98320-4353,Rio de Janeiro,RJ,2022-04-29
5003,Cliente 5003,572.693.778-46,cliente5003@email.com,(21) 96225-4016,Belo Horizonte,MG,2021-09-18
5004,Cliente 5004,790.220.935-62,cliente5004@email.com,(21) 94487-4734,São Paulo,SP,2021-10-03
5005,Cliente 5005,385.849.626-87,cliente5005@email.com,(21) 98969-2492,São Paulo,SP,2022-05-15
5006,Cliente 5006,192.555.113-69,cliente5006@email.com,(21) 92694-3055,Rio de Janeiro,RJ,2020-04-18
5007,Cliente 5007,751.771.445-67,cliente5007@email.com,(21) 97636-2227,Niterói,RJ,2021-08-04
5008,Cliente 5008,976.377.994-82,cliente5008@email.com,(21) 95943-5617,São Paulo,SP,2020-03-24
5009,Cliente 5009,277.740.822-91,cliente5009@email.com,(21) 95017-6134,Rio de Janeiro,RJ,2021-08-13
5010,Cliente 5010,906.933.654-35,cliente5010@email.com,(21) 94494-8919,Belo Horizonte,MG,2020-11-02
5011,Cliente 5011,647.929.583-55,cliente5011@email.com,(21) 97641-9059,São Paulo,SP,2023-10-13
5012,Cliente 5012,227.775.313-16,cliente5012@email.com,(21) 93269-7792,Niterói,RJ,2023-02-10
5013,Cliente 5013,380.752.567-70,cliente5013@email.com,(21) 92570-2356,Belo Horizonte,MG,2022-02-13
5014,Cliente 5014,673.233.846-18,cliente5014@email.com,(21) 99596-8679,Belo Horizonte,MG,2022-11-26
5015,Cliente 5015,634.909.708-45,cliente5015@email.com,(21) 92195-1033,Rio de Janeiro,RJ,2023-10-14
5016,Cliente 5016,223.218.526-25,cliente5016@email.com,(21) 92246-5926,Curitiba,PR,2023-03-27
5017,Cliente 5017,360.490.829-93,cliente5017@email.com,(21) 92338-2688,Curitiba,PR,2021-06-11
5018,Cliente 5018,346.161.876-83,cliente5018@email.com,(21) 98495-6951,Niterói,RJ,2022-10-30
5019,Cliente 5019,849.885.409-72,cliente5019@email.com,(21) 94487-9457,Belo Horizonte,MG,2020-12-19
5020,Cliente 5020,883.444.827-33,cliente5020@email.com,(21) 94951-9143,Niterói,RJ,2023-08-27
5021,Cliente 5021,672.790.958-73,cliente5021@email.com,(21) 98511-1077,Curitiba,PR,2021-08-21
5022,Cliente 5022,673.673.223-90,cliente5022@email.com,(21) 93408-6580,Rio de Janeiro,RJ,2022-08-18
5023,Cliente 5023,442.197.260-21,cliente5023@email.com,(21) 91504-3677,São Paulo,SP,2020-12-19
5024,Cliente 5024,594.685.699-17,cliente5024@email.com,(21) 97702-7649,São Paulo,SP,2022-04-11
5025,Cliente 5025,251.654.540-56,cliente5025@email.com,(21) 94330-9999,Curitiba,PR,2020-02-09
5026,Cliente 5026,762.469.570-18,cliente5026@email.com,(21) 97715-6037,São Paulo,SP,2023-03-15
5027,Cliente 5027,642.236.211-10,cliente5027@email.com,(21) 91227-4095,Curitiba,PR,2023-10-01
5028,Cliente 5028,951.875.867-85,cliente5028@email.com,(21) 91346-8323,Curitiba,PR,2020-01-20
5029,Cliente 5029,599.632.895-17,cliente5029@email.com,(21) 99646-9390,Rio de Janeiro,RJ,2021-05-18
5030,Cliente 5030,869.926.693-38,cliente5030@email.com,(21) 93690-1599,Curitiba,PR,2022-06-09
5031,Cliente 5031,684.627.340-44,cliente5031@email.com,(21) 99267-5445,Curitiba,PR,2020-03-12
5032,Cliente 5032,788.811.808-65,cliente5032@email.com,(21) 99056-5988,Niterói,RJ,2020-11-12
5033,Cliente 5033,985.519.800-32,cliente5033@email.com,(21) 97714-6695,Niterói,RJ,2022-06-20
5034,Cliente 5034,917.393.789-44,cliente5034@email.com,(21) 96575-7471,Rio de Janeiro,RJ,2022-08-30
5035,Cliente 5035,236.537.582-60,cliente5035@email.com,(21) 96905-5524,Belo Horizonte,MG,2022-06-23
5036,Cliente 5036,622.264.614-23,cliente5036@email.com,(21) 98319-5447,Rio de Janeiro,RJ,2023-05-09
5037,Cliente 5037,691.458.103-15,cliente5037@email.com,(21) 94175-6035,Curitiba,PR,2022-09-03
5038,Cliente 5038,872.252.162-33,cliente5038@email.com,(21) 98167-3941,Belo Horizonte,MG,2020-09-28
5039,Cliente 5039,331.159.321-26,cliente5039@email.com,(21) 97372-5189,Curitiba,PR,2023-06-06
5040,Cliente 5040,480.553.328-40,cliente5040@email.com,(21) 91165-1540,Belo Horizonte,MG,2020-12-17
5041,Cliente 5041,894.878.140-58,cliente5041@email.com,(21) 94720-6488,Curitiba,PR,2021-06-12
5042,Cliente 5042,627.451.250-92,cliente5042@email.com,(21) 93432-5452,Rio de Janeiro,RJ,2022-06-05
5043,Cliente 5043,862.590.476-25,cliente5043@email.com,(21) 93050-6613,Curitiba,PR,2022-03-29
5044,Cliente 5044,593.878.748-83,cliente5044@email.com,(21) 91405-2013,Niterói,RJ,2021-02-13
5045,Cliente 5045,509.840.885-62,cliente5045@email.com,(21) 94422-4180,Belo Horizonte,MG,2021-03-05
5046,Cliente 5046,544.336.322-43,cliente5046@email.com,(21) 93122-3448,São Paulo,SP,2022-10-05
5047,Cliente 5047,813.509.263-76,cliente5047@email.com,(21) 94782-8624,Niterói,RJ,2021-12-27
5048,Cliente 5048,609.790.280-33,cliente5048@email.com,(21) 96521-4406,São Paulo,SP,2021-03-24
5049,Cliente 5049,338.929.334-70,cliente5049@email.com,(21) 91871-1113,Rio de Janeiro,RJ,2020-03-13
5050,Cliente 5050,419.245.770-36,cliente5050@email.com,(21) 95112-1557,Niterói,RJ,2023-04-11
5051,Cliente 5051,111.373.302-34,cliente5051@email.com,(21) 94821-4221,São Paulo,SP,2022-07-01
5052,Cliente 5052,741.650.930-75,cliente5052@email.com,(21) 94449-9738,Rio de Janeiro,RJ,2023-07-18
5053,Cliente 5053,508.749.884-20,cliente5053@email.com,(21) 93095-6899,Belo Horizonte,MG,2022-01-21
5054,Cliente 5054,740.112.375-69,cliente5054@email.com,(21) 94590-8207,Curitiba,PR,2023-01-26
5055,Cliente 5055,636.920.827-92,cliente5055@email.com,(21) 97089-2862,Rio de Janeiro,RJ,2023-04-28
5056,Cliente 5056,685.774.494-79,cliente5056@email.com,(21) 91271-7326,Curitiba,PR,2022-05-12
5057,Cliente 5057,964.822.465-49,cliente5057@email.com,(21) 95955-3360,Belo Horizonte,MG,2022-01-26
5058,Cliente 5058,601.781.813-79,cliente5058@email.com,(21) 94644-8595,Rio de Janeiro,RJ,2022-01-22
5059,Cliente 5059,261.545.396-13,cliente5059@email.com,(21) 96295-4379,Niterói,RJ,2023-10-01
5060,Cliente 5060,943.561.302-92,cliente5060@email.com,(21) 98023-9558,São Paulo,SP,2023-07-12
5061,Cliente 5061,731.309.369-26,cliente5061@email.com,(21) 99620-4496,Niterói,RJ,2022-01-12
5062,Cliente 5062,326.717.567-88,cliente5062@email.com,(21) 98679-9484,Niterói,RJ,2020-03-18
5063,Cliente 5063,316.182.810-57,cliente5063@email.com,(21) 91374-4899,São Paulo,SP,2023-10-19
5064,Cliente 5064,708.622.483-84,cliente5064@email.com,(21) 97891-6659,São Paulo,SP,2020-07-12
5065,Cliente 5065,797.801.844-13,cliente5065@email.com,(21) 93093-6433,Belo Horizonte,MG,2020-06-14
5066,Cliente 5066,546.544.997-93,cliente5066@email.com,(21) 99585-7632,Rio de Janeiro,RJ,2022-03-22
5067,Cliente 5067,761.568.328-48,cliente5067@email.com,(21) 99097-7841,Rio de Janeiro,RJ,2022-04-05
5068,Cliente 5068,991.404.948-82,cliente5068@email.com,(21) 99714-8021,Curitiba,PR,2020-07-10
5069,Cliente 5069,672.697.466-88,cliente5069@email.com,(21) 92458-1015,São Paulo,SP,2020-10-18
5070,Cliente 5070,442.289.417-28,cliente5070@email.com,(21) 98695-7244,São Paulo,SP,2022-12-16
5071,Cliente 5071,205.433.460-82,cliente5071@email.com,(21) 97560-4965,São Paulo,SP,2020-11-08
5072,Cliente 5072,310.686.792-63,cliente5072@email.com,(21) 94733-5213,Curitiba,PR,2021-08-27
5073,Cliente 5073,710.395.107-35,cliente5073@email.com,(21) 96699-6249,Niterói,RJ,2021-11-20
5074,Cliente 5074,470.545.897-94,cliente5074@email.com,(21) 97029-4250,Belo Horizonte,MG,2022-04-29
5075,Cliente 5075,159.625.602-37,cliente5075@email.com,(21) 91513-1877,Rio de Janeiro,RJ,2022-08-20
5076,Cliente 5076,116.778.249-69,cliente5076@email.com,(21) 94342-7228,São Paulo,SP,2020-07-05
5077,Cliente 5077,799.860.271-54,cliente5077@email.com,(21) 97398-8556,Curitiba,PR,2021-03-29
5078,Cliente 5078,274.847.309-46,cliente5078@email.com,(21) 99273-8405,São Paulo,SP,2021-01-15
5079,Cliente 5079,318.712.166-64,cliente5079@email.com,(21) 97413-1083,Belo Horizonte,MG,2023-03-01
5080,Cliente 5080,226.134.717-11,cliente5080@email.com,(21) 95953-9990,Rio de Janeiro,RJ,2023-04-03
5081,Cliente 5081,505.837.844-12,cliente5081@email.com,(21) 98247-4405,Niterói,RJ,2022-06-01
5082,Cliente 5082,416.411.873-67,cliente5082@email.com,(21) 94239-8684,São Paulo,SP,2022-04-26
5083,Cliente 5083,728.471.745-45,cliente5083@email.com,(21) 92496-8935,Niterói,RJ,2022-01-01
5084,Cliente 5084,905.935.731-95,cliente5084@email.com,(21) 91380-4241,Curitiba,PR,2020-04-29
5085,Cliente 5085,524.399.889-94,cliente5085@email.com,(21) 96992-2760,Curitiba,PR,2020-07-17
5086,Cliente 5086,458.869.602-41,cliente5086@email.com,(21) 95454-7856,Rio de Janeiro,RJ,2021-08-07
5087,Cliente 5087,955.407.361-73,cliente5087@email.com,(21) 94496-4830,Curitiba,PR,2023-03-22
5088,Cliente 5088,886.662.158-51,cliente5088@email.com,(21) 93142-9211,Niterói,RJ,2022-06-21
5089,Cliente 5089,775.439.498-65,cliente5089@email.com,(21) 96648-2439,Niterói,RJ,2020-03-02
5090,Cliente 5090,553.655.918-48,cliente5090@email.com,(21) 98362-8250,Niterói,RJ,2021-01-26
5091,Cliente 5091,641.871.652-74,cliente5091@email.com,(21) 94873-8291,Rio de Janeiro,RJ,2023-04-30
5092,Cliente 5092,934.370.463-15,cliente5092@email.com,(21) 97607-9324,Belo Horizonte,MG,2021-05-17
5093,Cliente 5093,319.615.141-60,cliente5093@email.com,(21) 93584-6298,Belo Horizonte,MG,2023-06-21
5094,Cliente 5094,345.146.623-83,cliente5094@email.com,(21) 97388-5594,Rio de Janeiro,RJ,2020-11-02
5095,Cliente 5095,755.269.371-38,cliente5095@email.com,(21) 95885-4804,Curitiba,PR,2023-05-30
5096,Cliente 5096,641.515.709-52,cliente5096@email.com,(21) 93896-2836,Belo Horizonte,MG,2021-05-29
5097,Cliente 5097,802.464.498-14,cliente5097@email.com,(21) 94852-9264,São Paulo,SP,2020-07-28
5098,Cliente 5098,105.633.659-15,cliente5098@email.com,(21) 94433-6408,Curitiba,PR,2020-05-10
5099,Cliente 5099,736.397.490-64,cliente5099@email.com,(21) 91011-5909,Belo Horizonte,MG,2022-05-09
5100,Cliente 5100,317.588.512-43,cliente5100@email.com,(21) 98230-5525,Niterói,RJ,2020-04-30
5101,Cliente 5101,852.696.225-94,cliente5101@email.com,(21) 92342-7980,Curitiba,PR,2022-05-31
5102,Cliente 5102,281.218.931-53,cliente5102@email.com,(21) 91725-4895,Rio de Janeiro,RJ,2021-01-16
5103,Cliente 5103,514.815.420-54,cliente5103@email.com,(21) 97697-9236,Niterói,RJ,2023-10-25
5104,Cliente 5104,676.754.145-15,cliente5104@email.com,(21) 95959-3009,Rio de Janeiro,RJ,2023-07-31
5105,Cliente 5105,716.326.320-37,cliente5105@email.com,(21) 97108-3146,Belo Horizonte,MG,2022-12-03
5106,Cliente 5106,831.832.777-61,cliente5106@email.com,(21) 91020-2645,Niterói,RJ,2022-05-01
5107,Cliente 5107,421.423.867-10,cliente5107@email.com,(21) 91424-3741,São Paulo,SP,2022-11-21
5108,Cliente 5108,904.975.593-34,cliente5108@email.com,(21) 99497-1189,Niterói,RJ,2021-11-24
5109,Cliente 5109,170.288.976-47,cliente5109@email.com,(21) 96796-8629,Rio de Janeiro,RJ,2020-03-04
5110,Cliente 5110,194.483.672-17,cliente5110@email.com,(21) 97304-2484,Rio de Janeiro,RJ,2023-01-14
5111,Cliente 5111,722.681.889-84,cliente5111@email.com,(21) 92899-4107,Niterói,RJ,2021-08-27
5112,Cliente 5112,903.841.482-14,cliente5112@email.com,(21) 96836-6505,Curitiba,PR,2023-07-04
5113,Cliente 5113,197.787.932-85,cliente5113@email.com,(21) 94647-7746,Rio de Janeiro,RJ,2023-03-24
5114,Cliente 5114,183.613.543-94,cliente5114@email.com,(21) 99068-2258,Niterói,RJ,2022-06-16
5115,Cliente 5115,649.111.757-49,cliente5115@email.com,(21) 93418-4342,Curitiba,PR,2020-01-16
5116,Cliente 5116,832.900.967-56,cliente5116@email.com,(21) 91282-9034,São Paulo,SP,2023-02-17
5117,Cliente 5117,532.185.257-85,cliente5117@email.com,(21) 94604-4400,Rio de Janeiro,RJ,2023-05-14
5118,Cliente 5118,880.299.386-83,cliente5118@email.com,(21) 96783-3673,São Paulo,SP,2020-06-01
5119,Cliente 5119,676.992.980-43,cliente5119@email.com,(21) 91677-1854,São Paulo,SP,2020-03-27
5120,Cliente 5120,993.792.174-70,cliente5120@email.com,(21) 99126-6950,São Paulo,SP,2022-09-05
5121,Cliente 5121,457.494.258-67,cliente5121@email.com,(21) 95176-9862,Niterói,RJ,2023-02-12
5122,Cliente 5122,509.208.169-98,cliente5122@email.com,(21) 93970-7791,Rio de Janeiro,RJ,2022-03-06
5123,Cliente 5123,765.335.160-59,cliente5123@email.com,(21) 97071-2203,São Paulo,SP,2020-03-08
5124,Cliente 5124,602.789.195-31,cliente5124@email.com,(21) 92804-2931,Curitiba,PR,2021-10-13
5125,Cliente 5125,149.951.758-18,cliente5125@email.com,(21) 99880-2341,Niterói,RJ,2022-06-02
5126,Cliente 5126,847.234.984-95,cliente5126@email.com,(21) 94768-4631,Rio de Janeiro,RJ,2023-09-28
5127,Cliente 5127,286.432.465-84,cliente5127@email.com,(21) 99322-9115,São Paulo,SP,2020-05-01
5128,Cliente 5128,160.539.906-29,cliente5128@email.com,(21) 94623-2884,Niterói,RJ,2020-10-04
5129,Cliente 5129,449.714.540-81,cliente5129@email.com,(21) 99272-2727,Belo Horizonte,MG,2023-09-19
5130,Cliente 5130,820.496.748-23,cliente5130@email.com,(21) 97628-9971,Rio de Janeiro,RJ,2023-04-08
5131,Cliente 5131,467.131.452-30,cliente5131@email.com,(21) 92459-2066,Rio de Janeiro,RJ,2021-08-13
5132,Cliente 5132,962.322.911-64,cliente5132@email.com,(21) 91096-9501,São Paulo,SP,2020-04-10
5133,Cliente 5133,904.380.894-23,cliente5133@email.com,(21) 91218-5147,Rio de Janeiro,RJ,2022-04-09
5134,Cliente 5134,959.143.997-79,cliente5134@email.com,(21) 92234-9184,Belo Horizonte,MG,2022-04-13
5135,Cliente 5135,139.923.893-80,cliente5135@email.com,(21) 94868-5475,Rio de Janeiro,RJ,2021-06-09
5136,Cliente 5136,433.369.387-82,cliente5136@email.com,(21) 96773-1488,Curitiba,PR,2023-02-28
5137,Cliente 5137,704.796.931-52,cliente5137@email.com,(21) 99216-1569,Curitiba,PR,2020-01-24
5138,Cliente 5138,808.567.368-53,cliente5138@email.com,(21) 97526-8081,Curitiba,PR,2020-09-26
5139,Cliente 5139,325.800.733-91,cliente5139@email.com,(21) 99951-6707,Niterói,RJ,2023-02-15
5140,Cliente 5140,141.598.364-28,cliente5140@email.com,(21) 95492-2280,Niterói,RJ,2023-09-01
5141,Cliente 5141,781.733.773-12,cliente5141@email.com,(21) 95757-6883,Belo Horizonte,MG,2020-10-20
5142,Cliente 5142,553.541.283-50,cliente5142@email.com,(21) 94121-9743,Curitiba,PR,2023-08-25
5143,Cliente 5143,515.870.499-87,cliente5143@email.com,(21) 92402-6658,Belo Horizonte,MG,2022-07-19
5144,Cliente 5144,198.500.977-46,cliente5144@email.com,(21) 99116-3277,São Paulo,SP,2020-04-01
5145,Cliente 5145,510.226.580-47,cliente5145@email.com,(21) 97149-9499,Niterói,RJ,2023-07-14
5146,Cliente 5146,114.237.901-97,cliente5146@email.com,(21) 97347-3121,Belo Horizonte,MG,2023-04-07
5147,Cliente 5147,497.186.223-59,cliente5147@email.com,(21) 97339-3246,Niterói,RJ,2022-07-02
5148,Cliente 5148,545.108.886-34,cliente5148@email.com,(21) 96053-9553,Niterói,RJ,2022-03-28
5149,Cliente 5149,927.509.997-80,cliente5149@email.com,(21) 97767-8915,São Paulo,SP,2021-07-07
5150,Cliente 5150,505.478.487-30,cliente5150@email.com,(21) 99153-9045,Rio de Janeiro,RJ,2020-09-12
5151,Cliente 5151,261.164.472-73,cliente5151@email.com,(21) 93164-4379,Belo Horizonte,MG,2020-04-01
5152,Cliente 5152,430.251.380-32,cliente5152@email.com,(21) 94327-6573,Rio de Janeiro,RJ,2020-10-29
5153,Cliente 5153,947.860.499-14,cliente5153@email.com,(21) 91011-9536,São Paulo,SP,2021-11-30
5154,Cliente 5154,957.734.416-86,cliente5154@email.com,(21) 97397-2024,Belo Horizonte,MG,2022-12-06
5155,Cliente 5155,210.470.969-17,cliente5155@email.com,(21) 96562-3460,Curitiba,PR,2021-01-03
5156,Cliente 5156,468.849.333-52,cliente5156@email.com,(21) 94263-2436,Rio de Janeiro,RJ,2023-07-05
5157,Cliente 5157,627.378.480-62,cliente5157@email.com,(21) 91272-6396,São Paulo,SP,2020-08-31
5158,Cliente 5158,335.395.779-29,cliente5158@email.com,(21) 94968-3448,Niterói,RJ,2023-07-01
5159,Cliente 5159,106.719.187-28,cliente5159@email.com,(21) 95437-5229,São Paulo,SP,2020-09-10
5160,Cliente 5160,911.933.383-99,cliente5160@email.com,(21) 92230-5604,São Paulo,SP,2020-08-11
5161,Cliente 5161,908.597.624-38,cliente5161@email.com,(21) 95345-4224,Rio de Janeiro,RJ,2023-01-07
5162,Cliente 5162,705.880.657-29,cliente5162@email.com,(21) 95976-1739,Curitiba,PR,2022-09-13
5163,Cliente 5163,217.537.643-28,cliente5163@email.com,(21) 94736-2519,São Paulo,SP,2020-07-16
5164,Cliente 5164,737.679.986-97,cliente5164@email.com,(21) 99471-2323,São Paulo,SP,2022-10-04
5165,Cliente 5165,768.115.143-97,cliente5165@email.com,(21) 97272-3467,Niterói,RJ,2020-08-11
5166,Cliente 5166,518.452.574-76,cliente5166@email.com,(21) 98130-4556,Belo Horizonte,MG,2020-11-29
5167,Cliente 5167,616.584.562-46,cliente5167@email.com,(21) 96682-3088,Belo Horizonte,MG,2022-01-10
5168,Cliente 5168,885.819.407-74,cliente5168@email.com,(21) 99563-9735,Curitiba,PR,2021-03-12
5169,Cliente 5169,866.875.605-90,cliente5169@email.com,(21) 93442-6153,São Paulo,SP,2021-02-04
5170,Cliente 5170,865.290.231-91,cliente5170@email.com,(21) 96274-4319,Belo Horizonte,MG,2021-08-28
